description,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,datetaken,datetakengranularity,datetakenunknown,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_family,geo_is_friend,geo_is_contact,geo_is_public,photos_Id
"","26940307245","66538459@N00","f57dfd1e8c","7651","8","3 beekeepers","1","0","0","2016-05-08 12:38:27","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","26666774690","66538459@N00","9f929ce879","7707","8","Sean at Baker Beach","1","0","0","2016-05-07 16:34:51","0","0","","37.795947","-122.482609","16","0","kQKDoldTVrrHfDEr","2406041","0","0","0","1",0
"","26666777450","66538459@N00","e82a1bbf85","7339","8","Baker Beach","1","0","0","2016-05-07 16:31:23","0","0","","37.795947","-122.482609","16","0","kQKDoldTVrrHfDEr","2406041","0","0","0","1",0
"Golden Gate Bridge looming behind her.  It was a perfect day for hiking in San Francisco.  Temperature in the high 60s","26901903366","66538459@N00","317e5df0c3","7019","8","Serrena at Baker Beach","1","0","0","2016-05-07 16:42:54","0","0","","37.795947","-122.482609","16","0","kQKDoldTVrrHfDEr","2406041","0","0","0","1",0
"","26329947474","66538459@N00","a2c78bfe02","7494","8","_MG_0098_pp","1","0","0","2016-05-07 16:33:14","0","0","","37.795947","-122.482609","16","0","kQKDoldTVrrHfDEr","2406041","0","0","0","1",0
"","26841365242","66538459@N00","0325a4cd51","7114","8","_MG_0183_pp","1","0","0","2016-05-07 16:43:04","0","0","","37.795947","-122.482609","16","0","kQKDoldTVrrHfDEr","2406041","0","0","0","1",0
"","26833021151","66538459@N00","de3782a9e5","7029","8","Wall of graffiti with the Pacific Ocean behind her","1","0","0","2016-05-07 13:43:19","0","0","","37.795947","-122.482609","16","0","kQKDoldTVrrHfDEr","2406041","0","0","0","1",0
"","26900384095","66538459@N00","bd1b84fd75","7065","8","_MG_0069","1","0","0","2016-05-07 16:29:15","0","0","","37.795947","-122.482609","16","0","kQKDoldTVrrHfDEr","2406041","0","0","0","1",0
"","26296053073","66538459@N00","2a64aaa59c","7774","8","Serrena at Baker Beach in San Francisco","1","0","0","2016-05-07 13:43:21","0","0","","37.795947","-122.482609","16","0","kQKDoldTVrrHfDEr","2406041","0","0","0","1",0
"","26696890421","66538459@N00","d182ee57f7","1646","2","Serrena and Ben enjoying the backyard.  10 fruit trees and the yard is done.","1","0","0","2016-05-01 20:19:25","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","26619885482","66538459@N00","2961145ba2","1672","2","Finally took out the rats nests.  No more Italian cypress trees.","1","0","0","2016-04-29 07:42:10","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","26106823274","66538459@N00","33478c8458","1468","2","Finally took out the rats nests.  No more Italian cypress trees.","1","0","0","2016-04-28 18:23:43","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","25776115383","66538459@N00","e6c68bbdbf","1552","2","Looking through another frame for the queen.","1","0","0","2016-04-11 15:04:38","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","26352945176","66538459@N00","9fac95653b","1673","2","2016-04-11_04-50-38","1","0","0","2016-04-11 15:08:51","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","25776101493","66538459@N00","7fcb460859","1445","2","Serrena hunting for the old queen","1","0","0","2016-04-11 15:09:06","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","26378819085","66538459@N00","9cfce26a4d","1558","2","The old queen","1","0","0","2016-04-11 15:31:05","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","26105990220","66538459@N00","b2fa4257b4","1552","2","Our old queens were producing sloppy cone and fairly aggressive bees.  We executed them and replaced them with some nice chill Italian queens.  Some of that honey now gets converted to honey wine and the entire hive is much more relaxed. :)","1","0","0","2016-04-11 16:49:01","0","1","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","26378810075","66538459@N00","2fcdd8b29f","1551","2","Adding the new queen to the hive.  A nice relaxed Italian.","1","0","0","2016-04-11 15:31:25","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"","26238397855","66538459@N00","1e714a45ee","1697","2","Utah Salt Flats","1","0","0","2008-06-30 10:42:05","0","0","","40.760403","-113.829345","11","0","SOAvrSxQUL91P1GKuQ","12590283","0","0","0","1",0
"Calistoga","26172050681","66538459@N00","7bd5dc11d2","1618","2","Castle Montelena","1","0","0","2015-12-22 14:25:11","0","0","","38.603301","-122.598870","16","0","bwAK8UdQUL_pdLAL0g","12587697","0","0","0","1",0
"","25965446230","66538459@N00","8811bef0c6","1686","2","Eastern Sierra Backpacking","1","0","0","2015-07-06 05:44:47","0","0","","38.075865","-119.300365","14","0","1e.gphhTUbNhexDO","2394399","0","0","0","1",0
"After wind, rain, thunder, lightning and hail","26172045701","66538459@N00","4f2a7148bc","1715","2","Eastern Sierra backpacking trip","1","0","0","2015-07-06 18:10:59","0","0","","38.075865","-119.300365","14","0","1e.gphhTUbNhexDO","2394399","0","0","0","1",0
"","26145722912","66538459@N00","b95c7293cd","1709","2","roseglam","1","0","0","2016-03-18 14:43:33","0","0","","37.085836","-121.797512","16","0","uTNz0l9TV7qEzJ_h","2502821","0","0","0","1",0
"","26238173875","66538459@N00","e5f7e52067","1524","2","Uvas Canyon Waterfall Shoot","1","0","0","2016-03-18 14:45:31","0","0","","37.085836","-121.797512","16","0","uTNz0l9TV7qEzJ_h","2502821","0","0","0","1",0
"","26145729312","66538459@N00","955f255373","1507","2","_MG_9627","1","0","0","2016-03-18 14:41:37","0","0","","37.085836","-121.797512","16","0","uTNz0l9TV7qEzJ_h","2502821","0","0","0","1",0
"","26145726022","66538459@N00","419309df54","1616","2","_MG_9562_pp","1","0","0","2016-03-18 14:29:32","0","0","","37.085836","-121.797512","16","0","uTNz0l9TV7qEzJ_h","2502821","0","0","0","1",0
"","26145727292","66538459@N00","014470a80b","1607","2","_MG_9482_pp","1","0","0","2016-03-18 14:02:54","0","0","","37.085836","-121.797512","16","0","uTNz0l9TV7qEzJ_h","2502821","0","0","0","1",0
"","25965286560","66538459@N00","1a4f4f48be","1572","2","_MG_9475_pp","1","0","0","2016-03-18 14:02:23","0","0","","37.085836","-121.797512","16","0","uTNz0l9TV7qEzJ_h","2502821","0","0","0","1",0
"Not a great East Bay Hike but made the best of it","25964951690","66538459@N00","d0468f0c39","1627","2","Hiking in Castle Rock","1","0","0","2016-04-02 16:43:03","0","0","","37.877356","-121.983700","16","0","aTu323NTV7voYT25","2513768","0","0","0","1",0
"","25635171703","66538459@N00","f8c8b04635","1506","2","Hiking in Castle Rock","1","0","0","2016-04-02 16:42:26","0","0","","37.877356","-121.983700","16","0","aTu323NTV7voYT25","2513768","0","0","0","1",0
"Poles for tying up horses","26171561851","66538459@N00","192a9718fb","1567","2","Castle Rock Hike","1","0","0","2016-04-02 16:37:24","0","0","","37.877356","-121.983700","16","0","aTu323NTV7voYT25","2513768","0","0","0","1",0
"","26211957216","66538459@N00","e63816053c","1644","2","Castle Rock Hiking Trail","1","0","0","2016-04-02 16:34:52","0","0","","37.877356","-121.983700","16","0","aTu323NTV7voYT25","2513768","0","0","0","1",0
"Bench near Perregrine Falcon nests","25635196023","66538459@N00","b84f80e937","1698","2","Castle Rock","1","0","0","2016-04-02 16:34:22","0","0","","37.877356","-121.983700","16","0","aTu323NTV7voYT25","2513768","0","0","0","1",0
"Hike in the hills was mediocre.  Hike along the road / stream was pretty good.  Lots more trees and shrubs to protect from sun.","26211952776","66538459@N00","8eb98bac65","1581","2","Castle Rock","1","0","0","2016-04-02 16:33:58","0","0","beautiful pretty gorgeous lovely","37.877356","-121.983700","16","0","aTu323NTV7voYT25","2513768","0","0","0","1",0
"","26145425252","66538459@N00","e653a38b9b","1480","2","Castle Rock","1","0","0","2016-04-02 17:04:40","0","0","","37.877356","-121.983700","16","0","aTu323NTV7voYT25","2513768","0","0","0","1",0
"Two jars of honey were extracted from this with a homemade extraction system.","26074682611","66538459@N00","df0bbf8e12","1645","2","First frame from the hive","1","0","0","2016-03-25 20:59:30","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"Adding a second box to the garden.","26141014485","66538459@N00","4bebbeb6b5","1487","2","Serrena and Ben moving boxes","1","0","0","2016-03-25 12:46:26","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"Finally took the plunge and had solar installed on our roof.  It should cancel out 90% of our PG&amp;E bill if we watch our usage a little bit.  We received 5 bids and went with the best fit (not the cheapest actually).","25519782153","66538459@N00","5f1da57c60","1516","2","Solar Panels in Fremont","1","0","0","2016-03-29 14:56:32","0","0","","37.568392","-122.021498","15","0","ZqiHn9BYU7M.A4909Q","91983493","0","0","0","1",0
"Just a sip of everything.... &quot;Around the World&quot; ","25967705806","66538459@N00","0305f8a78e","1600","2","Serrena at Lagunitas","1","0","0","2016-02-06 18:29:09","0","0","california beer sampler flight ale craft petaluma sucks lagunitas lager sumpin","38.272078","-122.662482","16","0","4NtxM6tTUbJ5JBU6","2387808","0","0","0","1",0
"Serrena looking cute","25898660291","66538459@N00","abf1a1e9c0","1607","2","Calistoga Mustard","1","0","0","2016-02-06 13:49:55","0","0","","38.578604","-122.606649","13","0","peCiBWFTUb1qw88K","2373317","0","0","0","1",0
"","25357928634","66538459@N00","e503b01a34","1441","2","_MG_9702","1","0","0","2016-03-21 18:40:46","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"","25964724996","66538459@N00","e2f30b841f","1694","2","_MG_9701","1","0","0","2016-03-21 18:40:41","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"","25895687641","66538459@N00","579487e8c4","1499","2","_MG_9700","1","0","0","2016-03-21 18:40:28","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"","25990638145","66538459@N00","28c9e90c3e","1535","2","_MG_9696","1","0","0","2016-03-21 18:39:54","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"Ben's final Troop 103 Court of Honor were he received his Eagle Scout Badge.","25690094100","66538459@N00","1906d3d934","1597","2","Eagle Scout Badge","1","0","0","2016-03-21 18:39:46","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"","25361919233","66538459@N00","f3e8f0edc3","1465","2","_MG_9691","1","0","0","2016-03-21 18:39:34","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"","25361919743","66538459@N00","0ba23168eb","1541","2","_MG_9689","1","0","0","2016-03-21 18:39:27","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"","25990641575","66538459@N00","3a32a731ed","1544","2","_MG_9688","1","0","0","2016-03-21 18:39:24","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"","25964730626","66538459@N00","754619a152","1570","2","_MG_9685","1","0","0","2016-03-21 18:39:02","0","0","","37.482687","-121.924949","16","0","HD8WDQ9TV7sSNRY8","2514309","0","0","0","1",0
"","25569943996","66538459@N00","02e2231155","1514","2","Big rainbow trout for Serrena","1","0","0","2015-07-06 12:05:13","0","0","","38.075865","-119.300365","14","0","KIW949xQUL.Wj4hEhw","12587695","0","0","0","1",0
"","24941635363","66538459@N00","906923cf86","1544","2","Bryce Canyon with snow","1","0","0","2016-02-21 17:30:31","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"","24937828724","66538459@N00","84c06ae538","1706","2","Bryce Canyon with snow","1","0","0","2016-02-21 17:30:17","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"","25449767732","66538459@N00","29eb9da3ff","1455","2","Bryce Canyon with snow and moon","1","0","0","2016-02-21 17:28:35","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"See, Abdallah is just a couple inches taller then I am.....yeah...","25542191156","66538459@N00","27708242c4","1658","2","Down in the hoodoos","1","0","0","2016-02-21 16:38:55","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"","25272732750","66538459@N00","d1da38ce28","1586","2","Hoodoo bridge","1","0","0","2016-02-21 16:26:25","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"","24937841554","66538459@N00","32145255ef","1603","2","Abdallah avoiding the ice trail","1","0","0","2016-02-21 16:24:53","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"","24941651023","66538459@N00","62358ac313","1496","2","Bryce Canyon ice trail","1","0","0","2016-02-21 16:17:11","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"","25542204456","66538459@N00","f48439a3fb","1451","2","Bryce Canyon","1","0","0","2016-02-21 16:07:24","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"","24941654413","66538459@N00","6432c3cc2d","1624","2","Bryce Canyon","1","0","0","2016-02-21 16:04:18","0","0","","37.625059","-112.165904","14","0","CVyCy0NTUb2Wwym0","2370938","0","0","0","1",0
"10 mile hike along the ridge.  Horses and dog wandered into my frame.","24026350680","66538459@N00","f5dc1f7253","1459","2","Pleasanton Ridge","1","0","0","2016-01-10 15:43:48","0","0","","37.623427","-121.901423","16","0","5hzZjNJTVrn5O2Gy","2432266","0","0","0","1",0
"1 month from 46th birthday\n\nCottage Grove Inn in Calistoga, CA for much needed vacation.\n\nCanon 5D Mark II\n24-70L Mark II\n580EXII flash\nManual Exposure\nF3.2\n1/100\nISO800\nWireless trigger\nLight stand and umbrella\nFlash/stand/umbrella was at floor level roughly 5' away from her.","22961408734","66538459@N00","5f3a95b9f7","624","1","Serrena in front of fireplace.","1","0","0","2015-12-06 10:26:30","0","0","beauty sunshine model floor gorgeous mexican german stunning wife brunette hardwood syrian ageless","38.582446","-122.576844","16","0","bwAK8UdQUL_pdLAL0g","12587697","0","0","0","1",0
"The grounds around Chateau Montelena in Calistoga, CA.  Nice rainy day in Decmber 2015.","23480240602","66538459@N00","8299557be5","679","1","Serrena Carter in Calistoga","1","0","0","2015-12-06 12:40:48","0","0","","38.603301","-122.598870","16","0","bwAK8UdQUL_pdLAL0g","12587697","0","0","0","1",0
"","23562731956","66538459@N00","9ac714e14a","625","1","_MG_7179_pp","1","0","0","2015-12-06 12:38:40","0","0","","38.603301","-122.598870","16","0","bwAK8UdQUL_pdLAL0g","12587697","0","0","0","1",0
"She is sitting on a wall 5' above me with the winery behind her.  Used flash with -1 stop.","23480246412","66538459@N00","7a8e69c350","5661","6","Serrena in front of Chateau Montelena","1","0","0","2015-12-06 12:34:51","0","0","","38.603301","-122.598870","16","0","bwAK8UdQUL_pdLAL0g","12587697","0","0","0","1",0
"","23480247752","66538459@N00","4c6e8bf2ee","5703","6","_MG_7162_pp","1","0","0","2015-12-06 12:30:15","0","0","","38.603301","-122.598870","16","0","bwAK8UdQUL_pdLAL0g","12587697","0","0","0","1",0
"","21736329438","66538459@N00","da46c50da6","607","1","Brochure Work","1","0","0","2015-10-03 15:36:36","0","0","","37.568392","-122.021498","15","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21736332428","66538459@N00","fdf629bf04","5742","6","Serrena at the Backdoor Lounge","1","0","0","2015-09-27 19:03:55","0","0","","37.557647","-122.005577","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"","21736335248","66538459@N00","f16d2d8483","5747","6","Serrena at the Backdoor Lounge","1","0","0","2015-09-27 18:51:18","0","0","","37.557647","-122.005577","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"","21736119750","66538459@N00","6f6b9be035","725","1","Serrena at the Backdoor Lounge","1","0","0","2015-09-27 18:51:17","0","0","","37.557647","-122.005577","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"","21912167162","66538459@N00","8e1368fbb4","569","1","Serrena at the Backdoor Lounge","1","0","0","2015-09-27 18:45:03","0","0","","37.557647","-122.005577","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"","21912169232","66538459@N00","feb16730ac","607","1","Serrena at the Backdoor Lounge","1","0","0","2015-09-27 18:45:03","0","0","","37.557647","-122.005577","16","0","SrkEX05TUb0fsRzS","2377513","0","0","0","1",0
"Demonstration Garden","21736345128","66538459@N00","8b2db38e3b","5689","6","Quarry Lakes","1","0","0","2015-09-27 16:03:47","0","0","","37.575726","-122.010104","16","0","7xeYnlhTVrylmkiS","2467292","0","0","0","1",0
"Alameda County Master Gardener's Demonstration Garden","21924188115","66538459@N00","edd3931d3d","5740","6","Quarry Lakes","1","0","0","2015-09-27 16:03:27","0","0","","37.575726","-122.010104","16","0","7xeYnlhTVrylmkiS","2467292","0","0","0","1",0
"Mountain View Cemetery in Oakland, CA.  She complained her hair was a mess and nearly refused to let me take her   This is one of the most peaceful and beautiful places in the entire San Francisco Bay Area. picture.","21676934860","66538459@N00","bb96db2baa","713","1","Serrena","1","0","0","2015-09-26 16:41:43","0","0","","37.833530","-122.237845","16","0","8naUGQdUV7Lwd1JYqg","55806298","0","0","0","1",0
"Mountain View Cemetery in Oakland, CA.  She complained her hair was a mess and nearly refused to let me take her picture.  This is one of the most peaceful and beautiful places in the entire San Francisco Bay Area.\n","21853082402","66538459@N00","df67dce7c7","723","1","Serrena","1","0","0","2015-09-26 15:27:31","0","0","","37.833971","-122.239476","16","0","8naUGQdUV7Lwd1JYqg","55806298","0","0","0","1",0
"","21838634536","66538459@N00","1062c70d47","743","1","_MG_8976","1","0","0","2015-09-27 09:32:29","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21838618686","66538459@N00","4f6f866208","5686","6","_MG_8974","1","0","0","2015-09-27 09:31:10","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21874374671","66538459@N00","d0a63e5982","686","1","_MG_8970","1","0","0","2015-09-27 09:24:37","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21874367631","66538459@N00","0973ee0b36","5795","6","_MG_8954","1","0","0","2015-09-27 08:44:59","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21864733585","66538459@N00","e1c9eb8797","5650","6","_MG_8957","1","0","0","2015-09-27 09:12:53","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21864727745","66538459@N00","de5f33e86c","695","1","_MG_8941","1","0","0","2015-09-27 08:42:31","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21864711755","66538459@N00","7b408dfa7f","5770","6","_MG_8939","1","0","0","2015-09-27 08:42:20","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21864694665","66538459@N00","a4bdce405b","5764","6","_MG_8936","1","0","0","2015-09-27 08:41:33","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"","21241926274","66538459@N00","6fea8bdd5a","637","1","_MG_8933","1","0","0","2015-09-27 08:40:55","0","0","","37.573740","-122.003849","16","0","DAHQCQpUVLt5AUKKMg","56193123","0","0","0","1",0
"Took this shot during one of our evening hikes through the lake.","21500955976","66538459@N00","fbe58be9db","655","1","Quarry Lakes","1","0","0","2015-09-15 18:23:11","0","0","","37.571504","-121.998989","15","0","ZJXQUStTUbNQLhjC","2396770","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21522098725","66538459@N00","1a87bd789d","699","1","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:03:01","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21495868686","66538459@N00","2e3003c845","650","1","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:02:32","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21335168269","66538459@N00","9037c4788b","701","1","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:02:24","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21495869586","66538459@N00","d87304f8d1","781","1","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:02:09","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21334251528","66538459@N00","cedc4eca74","621","1","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:01:52","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","20900959133","66538459@N00","d048f3271e","669","1","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:01:26","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21334035580","66538459@N00","bc59ca44de","5746","6","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:01:12","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21335171619","66538459@N00","6501acfdfe","5745","6","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:00:35","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","20900961543","66538459@N00","60084aa6c4","5617","6","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:00:33","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","20900962333","66538459@N00","0292f0db03","727","1","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:00:15","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21522106135","66538459@N00","01f56d3342","5790","6","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:00:07","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
"South San Francisco Las Fiestas Patrias September 13th on the steps of City Hall (replica of Independence Hall in Philadelphia).  Dancers, live music, etc...  It was beautiful.","21335174699","66538459@N00","8535418bca","726","1","South San Francisco Las Fiestas Patrias","1","0","0","2015-09-13 13:00:02","0","0","","37.656568","-122.416115","16","0","ADT3cAVUV7OSdm87bQ","55971791","0","0","0","1",0
